"Location","Report_date","Cases"
"Tairawhiti","2021-01-23",0
"Tairawhiti","2021-01-22",0
"Tairawhiti","2021-01-21",0
"Tairawhiti","2021-01-20",0
"Tairawhiti","2021-01-19",0
"Tairawhiti","2021-01-18",0
"Tairawhiti","2021-01-17",0
"Tairawhiti","2021-01-16",0
"Tairawhiti","2021-01-15",0
"Tairawhiti","2021-01-14",0
"Tairawhiti","2021-01-13",0
"Tairawhiti","2021-01-12",0
"Tairawhiti","2021-01-11",0
"Tairawhiti","2021-01-10",0
"Tairawhiti","2021-01-09",0
"Tairawhiti","2021-01-08",0
"Tairawhiti","2021-01-07",0
"Tairawhiti","2021-01-06",0
"Tairawhiti","2021-01-05",0
"Tairawhiti","2021-01-04",0
"Tairawhiti","2021-01-03",0
"Tairawhiti","2021-01-02",0
"Tairawhiti","2021-01-01",0
"Tairawhiti","2020-12-31",0
"Tairawhiti","2020-12-30",0
"Tairawhiti","2020-12-29",0
"Tairawhiti","2020-12-28",0
"Tairawhiti","2020-12-27",0
"Tairawhiti","2020-12-26",0
"Tairawhiti","2020-12-25",0
"Tairawhiti","2020-12-24",0
"Tairawhiti","2020-12-23",0
"Tairawhiti","2020-12-22",0
"Tairawhiti","2020-12-21",0
"Tairawhiti","2020-12-20",0
"Tairawhiti","2020-12-19",0
"Tairawhiti","2020-12-18",0
"Tairawhiti","2020-12-17",0
"Tairawhiti","2020-12-16",0
"Tairawhiti","2020-12-15",0
"Tairawhiti","2020-12-14",0
"Tairawhiti","2020-12-13",0
"Tairawhiti","2020-12-12",0
"Tairawhiti","2020-12-11",0
"Tairawhiti","2020-12-10",0
"Tairawhiti","2020-12-09",0
"Tairawhiti","2020-12-08",0
"Tairawhiti","2020-12-07",0
"Tairawhiti","2020-12-06",0
"Tairawhiti","2020-12-05",0
"Tairawhiti","2020-12-04",0
"Tairawhiti","2020-12-03",0
"Tairawhiti","2020-12-02",0
"Tairawhiti","2020-12-01",0
"Tairawhiti","2020-11-30",0
"Tairawhiti","2020-11-29",0
"Tairawhiti","2020-11-28",0
"Tairawhiti","2020-11-27",0
"Tairawhiti","2020-11-26",0
"Tairawhiti","2020-11-25",0
"Tairawhiti","2020-11-24",0
"Tairawhiti","2020-11-23",0
"Tairawhiti","2020-11-22",0
"Tairawhiti","2020-11-21",0
"Tairawhiti","2020-11-20",0
"Tairawhiti","2020-11-19",0
"Tairawhiti","2020-11-18",0
"Tairawhiti","2020-11-17",0
"Tairawhiti","2020-11-16",0
"Tairawhiti","2020-11-15",0
"Tairawhiti","2020-11-14",0
"Tairawhiti","2020-11-13",0
"Tairawhiti","2020-11-12",0
"Tairawhiti","2020-11-11",0
"Tairawhiti","2020-11-10",0
"Tairawhiti","2020-11-09",0
"Tairawhiti","2020-11-08",0
"Tairawhiti","2020-11-07",0
"Tairawhiti","2020-11-06",0
"Tairawhiti","2020-11-05",0
"Tairawhiti","2020-11-04",0
"Tairawhiti","2020-11-03",0
"Tairawhiti","2020-11-02",0
"Tairawhiti","2020-11-01",0
"Tairawhiti","2020-10-31",0
"Tairawhiti","2020-10-30",0
"Tairawhiti","2020-10-29",0
"Tairawhiti","2020-10-28",0
"Tairawhiti","2020-10-27",0
"Tairawhiti","2020-10-26",0
"Tairawhiti","2020-10-25",0
"Tairawhiti","2020-10-24",0
"Tairawhiti","2020-10-23",0
"Tairawhiti","2020-10-22",0
"Tairawhiti","2020-10-21",0
"Tairawhiti","2020-10-20",0
"Tairawhiti","2020-10-19",0
"Tairawhiti","2020-10-18",0
"Tairawhiti","2020-10-17",0
"Tairawhiti","2020-10-16",0
"Tairawhiti","2020-10-15",0
"Tairawhiti","2020-10-14",0
"Tairawhiti","2020-10-13",0
"Tairawhiti","2020-10-12",0
"Tairawhiti","2020-10-11",0
"Tairawhiti","2020-10-10",0
"Tairawhiti","2020-10-09",0
"Tairawhiti","2020-10-08",0
"Tairawhiti","2020-10-07",0
"Tairawhiti","2020-10-06",0
"Tairawhiti","2020-10-05",0
"Tairawhiti","2020-10-04",0
"Tairawhiti","2020-10-03",0
"Tairawhiti","2020-10-02",0
"Tairawhiti","2020-10-01",0
"Tairawhiti","2020-09-30",0
"Tairawhiti","2020-09-29",0
"Tairawhiti","2020-09-28",0
"Tairawhiti","2020-09-27",0
"Tairawhiti","2020-09-26",0
"Tairawhiti","2020-09-25",0
"Tairawhiti","2020-09-24",0
"Tairawhiti","2020-09-23",0
"Tairawhiti","2020-09-22",0
"Tairawhiti","2020-09-21",0
"Tairawhiti","2020-09-20",0
"Tairawhiti","2020-09-19",0
"Tairawhiti","2020-09-18",0
"Tairawhiti","2020-09-17",0
"Tairawhiti","2020-09-16",0
"Tairawhiti","2020-09-15",0
"Tairawhiti","2020-09-14",0
"Tairawhiti","2020-09-13",0
"Tairawhiti","2020-09-12",0
"Tairawhiti","2020-09-11",0
"Tairawhiti","2020-09-10",0
"Tairawhiti","2020-09-09",0
"Tairawhiti","2020-09-08",0
"Tairawhiti","2020-09-07",0
"Tairawhiti","2020-09-06",0
"Tairawhiti","2020-09-05",0
"Tairawhiti","2020-09-04",0
"Tairawhiti","2020-09-03",0
"Tairawhiti","2020-09-02",0
"Tairawhiti","2020-09-01",0
"Tairawhiti","2020-08-31",0
"Tairawhiti","2020-08-30",0
"Tairawhiti","2020-08-29",0
"Tairawhiti","2020-08-28",0
"Tairawhiti","2020-08-27",0
"Tairawhiti","2020-08-26",0
"Tairawhiti","2020-08-25",0
"Tairawhiti","2020-08-24",0
"Tairawhiti","2020-08-23",0
"Tairawhiti","2020-08-22",0
"Tairawhiti","2020-08-21",0
"Tairawhiti","2020-08-20",0
"Tairawhiti","2020-08-19",0
"Tairawhiti","2020-08-18",0
"Tairawhiti","2020-08-17",0
"Tairawhiti","2020-08-16",0
"Tairawhiti","2020-08-15",0
"Tairawhiti","2020-08-14",0
"Tairawhiti","2020-08-13",0
"Tairawhiti","2020-08-12",0
"Tairawhiti","2020-08-11",0
"Tairawhiti","2020-08-10",0
"Tairawhiti","2020-08-09",0
"Tairawhiti","2020-08-08",0
"Tairawhiti","2020-08-07",0
"Tairawhiti","2020-08-06",0
"Tairawhiti","2020-08-05",0
"Tairawhiti","2020-08-04",0
"Tairawhiti","2020-08-03",0
"Tairawhiti","2020-08-02",0
"Tairawhiti","2020-08-01",0
"Tairawhiti","2020-07-31",0
"Tairawhiti","2020-07-30",0
"Tairawhiti","2020-07-29",0
"Tairawhiti","2020-07-28",0
"Tairawhiti","2020-07-27",0
"Tairawhiti","2020-07-26",0
"Tairawhiti","2020-07-25",0
"Tairawhiti","2020-07-24",0
"Tairawhiti","2020-07-23",0
"Tairawhiti","2020-07-22",0
"Tairawhiti","2020-07-21",0
"Tairawhiti","2020-07-20",0
"Tairawhiti","2020-07-19",0
"Tairawhiti","2020-07-18",0
"Tairawhiti","2020-07-17",0
"Tairawhiti","2020-07-16",0
"Tairawhiti","2020-07-15",0
"Tairawhiti","2020-07-14",0
"Tairawhiti","2020-07-13",0
"Tairawhiti","2020-07-12",0
"Tairawhiti","2020-07-11",0
"Tairawhiti","2020-07-10",0
"Tairawhiti","2020-07-09",0
"Tairawhiti","2020-07-08",0
"Tairawhiti","2020-07-07",0
"Tairawhiti","2020-07-06",0
"Tairawhiti","2020-07-05",0
"Tairawhiti","2020-07-04",0
"Tairawhiti","2020-07-03",0
"Tairawhiti","2020-07-02",0
"Tairawhiti","2020-07-01",0
"Tairawhiti","2020-06-30",0
"Tairawhiti","2020-06-29",0
"Tairawhiti","2020-06-28",0
"Tairawhiti","2020-06-27",0
"Tairawhiti","2020-06-26",0
"Tairawhiti","2020-06-25",0
"Tairawhiti","2020-06-24",0
"Tairawhiti","2020-06-23",0
"Tairawhiti","2020-06-22",0
"Tairawhiti","2020-06-21",0
"Tairawhiti","2020-06-20",0
"Tairawhiti","2020-06-19",0
"Tairawhiti","2020-06-18",0
"Tairawhiti","2020-06-17",0
"Tairawhiti","2020-06-16",0
"Tairawhiti","2020-06-15",0
"Tairawhiti","2020-06-14",0
"Tairawhiti","2020-06-13",0
"Tairawhiti","2020-06-12",0
"Tairawhiti","2020-06-11",0
"Tairawhiti","2020-06-10",0
"Tairawhiti","2020-06-09",0
"Tairawhiti","2020-06-08",0
"Tairawhiti","2020-06-07",0
"Tairawhiti","2020-06-06",0
"Tairawhiti","2020-06-05",0
"Tairawhiti","2020-06-04",0
"Tairawhiti","2020-06-03",0
"Tairawhiti","2020-06-02",0
"Tairawhiti","2020-06-01",0
"Tairawhiti","2020-05-31",0
"Tairawhiti","2020-05-30",0
"Tairawhiti","2020-05-29",0
"Tairawhiti","2020-05-28",0
"Tairawhiti","2020-05-27",0
"Tairawhiti","2020-05-26",0
"Tairawhiti","2020-05-25",0
"Tairawhiti","2020-05-24",0
"Tairawhiti","2020-05-23",0
"Tairawhiti","2020-05-22",0
"Tairawhiti","2020-05-21",0
"Tairawhiti","2020-05-20",0
"Tairawhiti","2020-05-19",0
"Tairawhiti","2020-05-18",0
"Tairawhiti","2020-05-17",0
"Tairawhiti","2020-05-16",0
"Tairawhiti","2020-05-15",0
"Tairawhiti","2020-05-14",0
"Tairawhiti","2020-05-13",0
"Tairawhiti","2020-05-12",0
"Tairawhiti","2020-05-11",0
"Tairawhiti","2020-05-10",0
"Tairawhiti","2020-05-09",0
"Tairawhiti","2020-05-08",0
"Tairawhiti","2020-05-07",0
"Tairawhiti","2020-05-06",0
"Tairawhiti","2020-05-05",0
"Tairawhiti","2020-05-04",0
"Tairawhiti","2020-05-03",0
"Tairawhiti","2020-05-02",0
"Tairawhiti","2020-05-01",0
"Tairawhiti","2020-04-30",0
"Tairawhiti","2020-04-29",0
"Tairawhiti","2020-04-28",0
"Tairawhiti","2020-04-27",0
"Tairawhiti","2020-04-26",0
"Tairawhiti","2020-04-25",0
"Tairawhiti","2020-04-24",0
"Tairawhiti","2020-04-23",0
"Tairawhiti","2020-04-22",0
"Tairawhiti","2020-04-21",0
"Tairawhiti","2020-04-20",0
"Tairawhiti","2020-04-19",0
"Tairawhiti","2020-04-18",0
"Tairawhiti","2020-04-17",0
"Tairawhiti","2020-04-16",0
"Tairawhiti","2020-04-15",0
"Tairawhiti","2020-04-14",2
"Tairawhiti","2020-04-13",0
"Tairawhiti","2020-04-12",0
"Tairawhiti","2020-04-11",0
"Tairawhiti","2020-04-10",0
"Tairawhiti","2020-04-09",0
"Tairawhiti","2020-04-08",0
"Tairawhiti","2020-04-07",0
"Tairawhiti","2020-04-06",0
"Tairawhiti","2020-04-05",0
"Tairawhiti","2020-04-04",0
"Tairawhiti","2020-04-03",0
"Tairawhiti","2020-04-02",0
"Tairawhiti","2020-04-01",0
"Tairawhiti","2020-03-31",0
"Tairawhiti","2020-03-30",0
"Tairawhiti","2020-03-29",0
"Tairawhiti","2020-03-28",0
"Tairawhiti","2020-03-27",0
"Tairawhiti","2020-03-26",0
"Tairawhiti","2020-03-25",0
"Tairawhiti","2020-03-24",0
"Tairawhiti","2020-03-23",0
"Tairawhiti","2020-03-22",0
"Tairawhiti","2020-03-21",0
"Tairawhiti","2020-03-20",0
"Tairawhiti","2020-03-19",0
"Tairawhiti","2020-03-18",0
"Tairawhiti","2020-03-17",0
"Tairawhiti","2020-03-16",0
"Tairawhiti","2020-03-15",0
"Tairawhiti","2020-03-14",0
"Tairawhiti","2020-03-13",0
"Tairawhiti","2020-03-12",0
"Tairawhiti","2020-03-11",0
"Tairawhiti","2020-03-10",0
"Tairawhiti","2020-03-09",0
"Tairawhiti","2020-03-08",0
"Tairawhiti","2020-03-07",0
"Tairawhiti","2020-03-06",0
"Tairawhiti","2020-03-05",0
"Tairawhiti","2020-03-04",0
"Tairawhiti","2020-03-03",0
"Tairawhiti","2020-03-02",0
"Tairawhiti","2020-03-01",0
"Tairawhiti","2020-02-29",0
"Tairawhiti","2020-02-28",0
"Tairawhiti","2020-02-27",0
"Tairawhiti","2020-02-26",0
"Hawke's Bay","2023-01-13",97
"Hawke's Bay","2023-01-12",88
"Hawke's Bay","2023-01-11",114
"Hawke's Bay","2023-01-10",145
"Hawke's Bay","2023-01-09",178
"Hawke's Bay","2023-01-08",91
"Hawke's Bay","2023-01-07",86
"Hawke's Bay","2023-01-06",137
"Hawke's Bay","2023-01-05",136
"Hawke's Bay","2023-01-04",198
"Hawke's Bay","2023-01-03",136
"Hawke's Bay","2023-01-02",101
"Hawke's Bay","2023-01-01",83
"Hawke's Bay","2022-12-31",112
"Hawke's Bay","2022-12-30",121
"Hawke's Bay","2022-12-29",146
"Hawke's Bay","2022-12-28",194
"Hawke's Bay","2022-12-27",163
"Hawke's Bay","2022-12-26",125
"Hawke's Bay","2022-12-25",74
"Hawke's Bay","2022-12-24",75
"Hawke's Bay","2022-12-23",120
"Hawke's Bay","2022-12-22",156
"Hawke's Bay","2022-12-21",169
"Hawke's Bay","2022-12-20",194
"Hawke's Bay","2022-12-19",244
"Hawke's Bay","2022-12-18",124
"Hawke's Bay","2022-12-17",125
"Hawke's Bay","2022-12-16",162
"Hawke's Bay","2022-12-15",202
"Hawke's Bay","2022-12-14",206
"Hawke's Bay","2022-12-13",235
"Hawke's Bay","2022-12-12",220
"Hawke's Bay","2022-12-11",144
"Hawke's Bay","2022-12-10",91
"Hawke's Bay","2022-12-09",127
"Hawke's Bay","2022-12-08",152
"Hawke's Bay","2022-12-07",174
"Hawke's Bay","2022-12-06",197
"Hawke's Bay","2022-12-05",198
"Hawke's Bay","2022-12-04",101
"Hawke's Bay","2022-12-03",66
"Hawke's Bay","2022-12-02",120
"Hawke's Bay","2022-12-01",165
"Hawke's Bay","2022-11-30",165
"Hawke's Bay","2022-11-29",146
"Hawke's Bay","2022-11-28",204
"Hawke's Bay","2022-11-27",119
"Hawke's Bay","2022-11-26",72
"Hawke's Bay","2022-11-25",94
"Hawke's Bay","2022-11-24",109
"Hawke's Bay","2022-11-23",150
"Hawke's Bay","2022-11-22",120
"Hawke's Bay","2022-11-21",149
"Hawke's Bay","2022-11-20",70
"Hawke's Bay","2022-11-19",71
"Hawke's Bay","2022-11-18",107
"Hawke's Bay","2022-11-17",64
"Hawke's Bay","2022-11-16",92
"Hawke's Bay","2022-11-15",105
"Hawke's Bay","2022-11-14",132
"Hawke's Bay","2022-11-13",60
"Hawke's Bay","2022-11-12",45
"Hawke's Bay","2022-11-11",56
"Hawke's Bay","2022-11-10",85
"Hawke's Bay","2022-11-09",90
"Hawke's Bay","2022-11-08",97
"Hawke's Bay","2022-11-07",86
"Hawke's Bay","2022-11-06",49
"Hawke's Bay","2022-11-05",45
"Hawke's Bay","2022-11-04",53
"Hawke's Bay","2022-11-03",61
"Hawke's Bay","2022-11-02",80
"Hawke's Bay","2022-11-01",69
"Hawke's Bay","2022-10-31",117
"Hawke's Bay","2022-10-30",55
"Hawke's Bay","2022-10-29",45
"Hawke's Bay","2022-10-28",80
"Hawke's Bay","2022-10-27",80
"Hawke's Bay","2022-10-26",138
"Hawke's Bay","2022-10-25",98
"Hawke's Bay","2022-10-24",69
"Hawke's Bay","2022-10-23",43
"Hawke's Bay","2022-10-22",34
"Hawke's Bay","2022-10-21",46
"Hawke's Bay","2022-10-20",47
"Hawke's Bay","2022-10-19",83
"Hawke's Bay","2022-10-18",104
"Hawke's Bay","2022-10-17",63
"Hawke's Bay","2022-10-16",39
"Hawke's Bay","2022-10-15",43
"Hawke's Bay","2022-10-14",36
"Hawke's Bay","2022-10-13",37
"Hawke's Bay","2022-10-12",47
"Hawke's Bay","2022-10-11",61
"Hawke's Bay","2022-10-10",40
"Hawke's Bay","2022-10-09",22
"Hawke's Bay","2022-10-08",32
"Hawke's Bay","2022-10-07",33
"Hawke's Bay","2022-10-06",27
"Hawke's Bay","2022-10-05",32
"Hawke's Bay","2022-10-04",32
"Hawke's Bay","2022-10-03",27
"Hawke's Bay","2022-10-02",23
"Hawke's Bay","2022-10-01",11
"Hawke's Bay","2022-09-30",29
"Hawke's Bay","2022-09-29",21
"Hawke's Bay","2022-09-28",31
"Hawke's Bay","2022-09-27",39
"Hawke's Bay","2022-09-26",24
"Hawke's Bay","2022-09-25",13
"Hawke's Bay","2022-09-24",23
"Hawke's Bay","2022-09-23",30
"Hawke's Bay","2022-09-22",28
"Hawke's Bay","2022-09-21",26
"Hawke's Bay","2022-09-20",36
"Hawke's Bay","2022-09-19",33
"Hawke's Bay","2022-09-18",22
"Hawke's Bay","2022-09-17",18
"Hawke's Bay","2022-09-16",18
"Hawke's Bay","2022-09-15",21
"Hawke's Bay","2022-09-14",38
"Hawke's Bay","2022-09-13",32
"Hawke's Bay","2022-09-12",32
"Hawke's Bay","2022-09-11",15
"Hawke's Bay","2022-09-10",21
"Hawke's Bay","2022-09-09",27
"Hawke's Bay","2022-09-08",27
"Hawke's Bay","2022-09-07",37
"Hawke's Bay","2022-09-06",39
"Hawke's Bay","2022-09-05",34
"Hawke's Bay","2022-09-04",19
"Hawke's Bay","2022-09-03",29
"Hawke's Bay","2022-09-02",22
"Hawke's Bay","2022-09-01",49
"Hawke's Bay","2022-08-31",53
"Hawke's Bay","2022-08-30",50
"Hawke's Bay","2022-08-29",61
"Hawke's Bay","2022-08-28",39
"Hawke's Bay","2022-08-27",36
"Hawke's Bay","2022-08-26",50
"Hawke's Bay","2022-08-25",47
"Hawke's Bay","2022-08-24",74
"Hawke's Bay","2022-08-23",76
"Hawke's Bay","2022-08-22",95
"Hawke's Bay","2022-08-21",60
"Hawke's Bay","2022-08-20",55
"Hawke's Bay","2022-08-19",84
"Hawke's Bay","2022-08-18",105
"Hawke's Bay","2022-08-17",127
"Hawke's Bay","2022-08-16",108
"Hawke's Bay","2022-08-15",120
"Hawke's Bay","2022-08-14",70
"Hawke's Bay","2022-08-13",67
"Hawke's Bay","2022-08-12",72
"Hawke's Bay","2022-08-11",108
"Hawke's Bay","2022-08-10",141
"Hawke's Bay","2022-08-09",173
"Hawke's Bay","2022-08-08",180
"Hawke's Bay","2022-08-07",110
"Hawke's Bay","2022-08-06",87
"Hawke's Bay","2022-08-05",132
"Hawke's Bay","2022-08-04",162
"Hawke's Bay","2022-08-03",250
"Hawke's Bay","2022-08-02",169
"Hawke's Bay","2022-08-01",193
"Hawke's Bay","2022-07-31",137
"Hawke's Bay","2022-07-30",120
"Hawke's Bay","2022-07-29",189
"Hawke's Bay","2022-07-28",253
"Hawke's Bay","2022-07-27",278
"Hawke's Bay","2022-07-26",354
"Hawke's Bay","2022-07-25",331
"Hawke's Bay","2022-07-24",231
"Hawke's Bay","2022-07-23",256
"Hawke's Bay","2022-07-22",269
"Hawke's Bay","2022-07-21",330
"Hawke's Bay","2022-07-20",401
"Hawke's Bay","2022-07-19",415
"Hawke's Bay","2022-07-18",481
"Hawke's Bay","2022-07-17",345
"Hawke's Bay","2022-07-16",286
"Hawke's Bay","2022-07-15",428
"Hawke's Bay","2022-07-14",518
"Hawke's Bay","2022-07-13",527
"Hawke's Bay","2022-07-12",548
"Hawke's Bay","2022-07-11",549
"Hawke's Bay","2022-07-10",424
"Hawke's Bay","2022-07-09",336
"Hawke's Bay","2022-07-08",393
"Hawke's Bay","2022-07-07",376
"Hawke's Bay","2022-07-06",443
"Hawke's Bay","2022-07-05",415
"Hawke's Bay","2022-07-04",434
"Hawke's Bay","2022-07-03",275
"Hawke's Bay","2022-07-02",182
"Hawke's Bay","2022-07-01",274
"Hawke's Bay","2022-06-30",264
"Hawke's Bay","2022-06-29",289
"Hawke's Bay","2022-06-28",256
"Hawke's Bay","2022-06-27",265
"Hawke's Bay","2022-06-26",191
"Hawke's Bay","2022-06-25",125
"Hawke's Bay","2022-06-24",94
"Hawke's Bay","2022-06-23",165
"Hawke's Bay","2022-06-22",144
"Hawke's Bay","2022-06-21",159
"Hawke's Bay","2022-06-20",186
"Hawke's Bay","2022-06-19",115
"Hawke's Bay","2022-06-18",93
"Hawke's Bay","2022-06-17",106
"Hawke's Bay","2022-06-16",139
"Hawke's Bay","2022-06-15",159
"Hawke's Bay","2022-06-14",183
"Hawke's Bay","2022-06-13",191
"Hawke's Bay","2022-06-12",143
"Hawke's Bay","2022-06-11",149
"Hawke's Bay","2022-06-10",156
"Hawke's Bay","2022-06-09",174
"Hawke's Bay","2022-06-08",284
"Hawke's Bay","2022-06-07",212
"Hawke's Bay","2022-06-06",159
"Hawke's Bay","2022-06-05",118
"Hawke's Bay","2022-06-04",135
"Hawke's Bay","2022-06-03",206
"Hawke's Bay","2022-06-02",190
"Hawke's Bay","2022-06-01",244
"Hawke's Bay","2022-05-31",218
"Hawke's Bay","2022-05-30",240
"Hawke's Bay","2022-05-29",137
"Hawke's Bay","2022-05-28",135
"Hawke's Bay","2022-05-27",175
"Hawke's Bay","2022-05-26",162
"Hawke's Bay","2022-05-25",217
"Hawke's Bay","2022-05-24",224
"Hawke's Bay","2022-05-23",274
"Hawke's Bay","2022-05-22",168
"Hawke's Bay","2022-05-21",170
"Hawke's Bay","2022-05-20",259
"Hawke's Bay","2022-05-19",276
"Hawke's Bay","2022-05-18",313
"Hawke's Bay","2022-05-17",310
"Hawke's Bay","2022-05-16",364
"Hawke's Bay","2022-05-15",219
"Hawke's Bay","2022-05-14",199
"Hawke's Bay","2022-05-13",223
"Hawke's Bay","2022-05-12",221
"Hawke's Bay","2022-05-11",273
"Hawke's Bay","2022-05-10",259
"Hawke's Bay","2022-05-09",282
"Hawke's Bay","2022-05-08",187
"Hawke's Bay","2022-05-07",177
"Hawke's Bay","2022-05-06",212
"Hawke's Bay","2022-05-05",215
"Hawke's Bay","2022-05-04",232
"Hawke's Bay","2022-05-03",283
"Hawke's Bay","2022-05-02",295
"Hawke's Bay","2022-05-01",169
"Hawke's Bay","2022-04-30",154
"Hawke's Bay","2022-04-29",198
"Hawke's Bay","2022-04-28",300
"Hawke's Bay","2022-04-27",310
"Hawke's Bay","2022-04-26",350
"Hawke's Bay","2022-04-25",168
"Hawke's Bay","2022-04-24",201
"Hawke's Bay","2022-04-23",189
"Hawke's Bay","2022-04-22",256
"Hawke's Bay","2022-04-21",319
"Hawke's Bay","2022-04-20",365
"Hawke's Bay","2022-04-19",370
"Hawke's Bay","2022-04-18",284
"Hawke's Bay","2022-04-17",187
"Hawke's Bay","2022-04-16",186
"Hawke's Bay","2022-04-15",201
"Hawke's Bay","2022-04-14",264
"Hawke's Bay","2022-04-13",362
"Hawke's Bay","2022-04-12",362
"Hawke's Bay","2022-04-11",479
"Hawke's Bay","2022-04-10",285
"Hawke's Bay","2022-04-09",269
"Hawke's Bay","2022-04-08",359
"Hawke's Bay","2022-04-07",440
"Hawke's Bay","2022-04-06",487
"Hawke's Bay","2022-04-05",607
"Hawke's Bay","2022-04-04",695
"Hawke's Bay","2022-04-03",456
"Hawke's Bay","2022-04-02",419
"Hawke's Bay","2022-04-01",591
"Hawke's Bay","2022-03-31",716
"Hawke's Bay","2022-03-30",921
"Hawke's Bay","2022-03-29",895
"Hawke's Bay","2022-03-28",1015
"Hawke's Bay","2022-03-27",692
"Hawke's Bay","2022-03-26",554
"Hawke's Bay","2022-03-25",770
"Hawke's Bay","2022-03-24",873
"Hawke's Bay","2022-03-23",1060
"Hawke's Bay","2022-03-22",1064
"Hawke's Bay","2022-03-21",1245
"Hawke's Bay","2022-03-20",798
"Hawke's Bay","2022-03-19",677
"Hawke's Bay","2022-03-18",982
"Hawke's Bay","2022-03-17",965
"Hawke's Bay","2022-03-16",1100
"Hawke's Bay","2022-03-15",1049
"Hawke's Bay","2022-03-14",1111
"Hawke's Bay","2022-03-13",682
"Hawke's Bay","2022-03-12",601
"Hawke's Bay","2022-03-11",733
"Hawke's Bay","2022-03-10",854
"Hawke's Bay","2022-03-09",700
"Hawke's Bay","2022-03-08",707
"Hawke's Bay","2022-03-07",705
"Hawke's Bay","2022-03-06",429
"Hawke's Bay","2022-03-05",335
"Hawke's Bay","2022-03-04",328
"Hawke's Bay","2022-03-03",326
"Hawke's Bay","2022-03-02",322
"Hawke's Bay","2022-03-01",272
"Hawke's Bay","2022-02-28",169
"Hawke's Bay","2022-02-27",139
"Hawke's Bay","2022-02-26",122
"Hawke's Bay","2022-02-25",172
"Hawke's Bay","2022-02-24",57
"Hawke's Bay","2022-02-23",46
"Hawke's Bay","2022-02-22",33
"Hawke's Bay","2022-02-21",23
"Hawke's Bay","2022-02-20",22
"Hawke's Bay","2022-02-19",22
"Hawke's Bay","2022-02-18",22
"Hawke's Bay","2022-02-17",15
"Hawke's Bay","2022-02-16",3
"Hawke's Bay","2022-02-15",15
"Hawke's Bay","2022-02-14",2
"Hawke's Bay","2022-02-13",4
"Hawke's Bay","2022-02-12",6
"Hawke's Bay","2022-02-11",4
"Hawke's Bay","2022-02-10",5
"Hawke's Bay","2022-02-09",1
"Hawke's Bay","2022-02-08",0
"Hawke's Bay","2022-02-07",2
"Hawke's Bay","2022-02-06",6
"Hawke's Bay","2022-02-05",4
"Hawke's Bay","2022-02-04",8
"Hawke's Bay","2022-02-03",3
"Hawke's Bay","2022-02-02",3
"Hawke's Bay","2022-02-01",4
"Hawke's Bay","2022-01-31",2
"Hawke's Bay","2022-01-30",2
"Hawke's Bay","2022-01-29",2
"Hawke's Bay","2022-01-28",6
"Hawke's Bay","2022-01-27",1
"Hawke's Bay","2022-01-26",8
"Hawke's Bay","2022-01-25",0
"Hawke's Bay","2022-01-24",0
"Hawke's Bay","2022-01-23",0
"Hawke's Bay","2022-01-22",0
"Hawke's Bay","2022-01-21",4
"Hawke's Bay","2022-01-20",3
"Hawke's Bay","2022-01-19",2
"Hawke's Bay","2022-01-18",2
"Hawke's Bay","2022-01-17",0
"Hawke's Bay","2022-01-16",0
"Hawke's Bay","2022-01-15",2
"Hawke's Bay","2022-01-14",0
"Hawke's Bay","2022-01-13",0
"Hawke's Bay","2022-01-12",0
"Hawke's Bay","2022-01-11",0
"Hawke's Bay","2022-01-10",0
"Hawke's Bay","2022-01-09",2
"Hawke's Bay","2022-01-08",0
"Hawke's Bay","2022-01-07",0
"Hawke's Bay","2022-01-06",0
"Hawke's Bay","2022-01-05",0
"Hawke's Bay","2022-01-04",0
"Hawke's Bay","2022-01-03",0
"Hawke's Bay","2022-01-02",0
"Hawke's Bay","2022-01-01",0
"Hawke's Bay","2021-12-31",1
"Hawke's Bay","2021-12-30",1
"Hawke's Bay","2021-12-29",0
"Hawke's Bay","2021-12-28",0
"Hawke's Bay","2021-12-27",0
"Hawke's Bay","2021-12-26",0
"Hawke's Bay","2021-12-25",0
"Hawke's Bay","2021-12-24",0
"Hawke's Bay","2021-12-23",0
"Hawke's Bay","2021-12-22",0
"Hawke's Bay","2021-12-21",0
"Hawke's Bay","2021-12-20",0
"Hawke's Bay","2021-12-19",0
"Hawke's Bay","2021-12-18",0
"Hawke's Bay","2021-12-17",0
"Hawke's Bay","2021-12-16",0
"Hawke's Bay","2021-12-15",0
"Hawke's Bay","2021-12-14",0
"Hawke's Bay","2021-12-13",0
"Hawke's Bay","2021-12-12",0
"Hawke's Bay","2021-12-11",0
"Hawke's Bay","2021-12-10",0
"Hawke's Bay","2021-12-09",0
"Hawke's Bay","2021-12-08",0
"Hawke's Bay","2021-12-07",0
"Hawke's Bay","2021-12-06",0
"Hawke's Bay","2021-12-05",0
"Hawke's Bay","2021-12-04",0
"Hawke's Bay","2021-12-03",2
"Hawke's Bay","2021-12-02",0
"Hawke's Bay","2021-12-01",0
"Hawke's Bay","2021-11-30",0
"Hawke's Bay","2021-11-29",0
"Hawke's Bay","2021-11-28",0
"Hawke's Bay","2021-11-27",1
"Hawke's Bay","2021-11-26",0
"Hawke's Bay","2021-11-25",0
"Hawke's Bay","2021-11-24",0
"Hawke's Bay","2021-11-23",0
"Hawke's Bay","2021-11-22",0
"Hawke's Bay","2021-11-21",0
"Hawke's Bay","2021-11-20",0
